genre_ids,original_language,popularity,release_date,title,vote_average,vote_count
[99],en,0.6,2016-07-17,Whose Country?,9.0,1
[],en,0.6,2016-10-01,Sacred Vow,9.0,1
"[12, 35, 18, 10751]",en,0.6,2016-05-03,1985 The Movie,9.0,1
[99],en,0.6,2016-11-08,MOTO 8: The Movie,9.0,2
[99],en,0.6,2016-11-01,The Story of Rocket League (Part 2),9.0,2
"[12, 35, 18, 14]",en,0.6,2016-10-25,Oxenfree,9.0,1
[35],en,0.6,2016-10-15,Kyle Kinane: Loose in Chicago,9.0,2
"[35, 99]",en,0.6,2016-08-11,Triumph's Summer Election Special 2016,9.0,3
[18],en,0.6,2016-04-15,Girl on the Escalator,9.0,1
"[12, 14, 10752]",en,0.6,2016-11-01,The Fire People,9.0,1
[35],en,0.6,2016-05-20,Brad Williams: Daddy Issues,9.0,1
[16],en,0.6,2016-03-12,"Accidents, Blunders and Calamities",9.0,2
[99],en,0.6,2016-04-21,Senna vs Brundle,9.0,1
"[18, 10751, 878]",en,0.6,2016-03-04,James,9.0,1
[10402],en,0.6,2016-04-02,The Metropolitan Opera: Madama Butterfly,9.0,1
"[12, 99, 35]",en,0.6,2016-03-11,Ghostland: The View of the Ju'Hoansi,9.0,2
[99],en,0.6,2016-03-16,The Smart Studios Story,9.0,1
[18],en,0.6,2016-08-26,Remember the Goal,9.0,2
[99],en,0.6,2016-11-17,Ear Buds: The Podcasting Documentary,9.0,1
[99],en,0.6,2016-09-23,77 Minutes,8.7,3
"[18, 10749]",zh,0.6,2016-08-17,Sweet Sixteen,8.7,3
[99],en,0.6,2016-02-10,Memory Hackers,8.6,5
[],en,0.6,2016-11-12,The Sultan and the Saint,8.5,2
"[18, 16]",en,0.6,2016-08-24,Here's the Plan,8.5,4
[99],en,0.6,2016-10-15,A Mindful Choice,8.5,4
[99],en,0.6,2016-08-31,Between Earth and Sky: Climate Change on the Last Frontier,8.5,2
"[80, 18, 53]",en,0.6,2016-05-06,Encapsulation,8.5,2
[99],en,0.6,2016-12-05,Muxes,8.5,2
"[14, 16]",en,0.6,2016-11-22,Terrible Fate,8.5,3
[99],en,0.6,2016-02-20,Telescope,8.5,1
[35],en,0.6,2016-06-17,Big Jay Oakerson: Live at Webster Hall,8.5,2
[99],en,0.6,2016-04-17,The Ride,8.5,1
"[12, 99]",en,0.6,2016-08-12,When Elephants Were Young,8.5,2
[99],en,0.6,2016-03-13,Learning To See,8.5,4
"[16, 35]",en,0.6,2016-01-24,Bob Dylan Hates Me,8.5,2
[99],en,0.6,2016-02-01,No Limits,8.5,2
"[99, 36, 10752]",en,0.6,2016-06-06,Barbarians Rising,8.3,3
"[878, 16]",en,0.6,2016-08-22,Scavengers,8.3,3
[],en,0.6,2016-09-25,Lost Face,8.3,3
[35],en,0.6,2016-01-15,Tony Hinchcliffe: One Shot,8.3,4
[35],en,0.6,2016-01-01,Porn Without Sex,8.0,1
[35],en,0.6,2016-05-01,Scratch,8.0,1
[878],es,0.6,2016-05-15,Good Night Day,8.0,2
"[16, 10749, 14]",en,0.6,2016-06-27,Illegal Move,8.0,1
[10402],en,0.6,2016-10-21,The Rolling Stones Olé Olé Olé! : Live Performances,8.0,1
[],en,0.6,2016-04-20,Robert Drew & Associates at the Museum of Tolerance,8.0,1
[99],en,0.6,2016-04-20,Andrew Cohen on Crisis and Its Outtakes,8.0,1
[99],en,0.6,2016-04-20,Robert Drew in His Own Words,8.0,1
[99],en,0.6,2016-01-01,Wheels Over Paradise,8.0,1
[],en,0.6,2016-04-22,Space Kid,8.0,1
[99],en,0.6,2016-08-09,2015-16 NBA Champions - Cleveland Cavaliers,8.0,1
[99],en,0.6,2016-11-04,Farewell Ferris Wheel,8.0,2
[99],en,0.6,2016-09-01,The New 8-bit Heroes,8.0,1
[],en,0.6,2016-05-22,Calla Lily,8.0,1
[],en,0.6,2017-10-27,Bunker77,8.0,1
[27],en,0.6,2016-10-28,Vanilla Cake,8.0,1
[],en,0.6,2016-01-01,The Lawyer,8.0,1
"[35, 16]",en,0.6,2016-04-16,You look scary,8.0,1
[18],en,0.6,2016-07-03,B.F.F.,8.0,2
[99],en,0.6,2016-06-04,Vegan: Everyday Stories,8.0,2
[],en,0.6,2016-08-23,Grill Dog,8.0,1
[18],en,0.6,2016-04-12,A Social Life,8.0,1
[35],en,0.6,2016-11-15,And the Earth Will Be Lost to the Flames,8.0,1
"[10749, 53]",en,0.6,2016-11-25,Love Stalk,8.0,1
"[878, 28, 12]",en,0.6,2016-10-09,Max Steel Turbo Team: Fusion Tek,8.0,1
"[10751, 18]",de,0.6,2016-04-23,Nelly,8.0,1
[],it,0.6,2016-11-25,Her Last Will,8.0,3
"[35, 28]",en,0.6,2016-03-01,Blindsided,8.0,1
[99],en,0.6,2016-06-03,Naga the Eternal Yogi,8.0,2
[99],en,0.6,2016-01-01,The Occupation of the American Mind,8.0,3
[99],en,0.6,2016-01-01,The Big Lie: American Addict 2,8.0,1
"[35, 878, 53]",en,0.6,2016-11-30,The Lobster Circle,8.0,1
"[10770, 10402]",en,0.6,2016-12-14,A Pentatonix Christmas Special,8.0,2
[],en,0.6,2016-12-18,Remnants,8.0,1
"[99, 36]",en,0.6,2016-09-15,American Umpire,8.0,1
"[27, 10751, 14, 12, 18]",en,0.6,2016-01-31,Rougarou,8.0,1
[99],en,0.6,2016-11-13,The Lure,8.0,1
[99],pl,0.6,2016-11-10,Close Ties,8.0,1
[99],en,0.6,2016-11-15,In Search of Balance,8.0,2
"[80, 10402]",en,0.6,2016-10-22,Money Man,8.0,1
[99],en,0.6,2016-10-01,Pleasure,8.0,1
[35],en,0.6,2016-10-27,Janeane Garofalo: If I May,8.0,1
[],en,0.6,2016-10-11,The Trolls,8.0,4
[99],en,0.6,2016-10-06,Little Evil: The Rise and Fall Of JTE (Schmoedown Parody),8.0,1
[99],en,0.6,2016-10-07,Regal,8.0,1
"[10752, 27, 878]",en,0.6,2016-09-28,Weresquito: Nazi Hunter,8.0,1
[99],en,0.6,2016-09-20,100 Years,8.0,2
[10402],en,0.6,2016-09-16,King Crimson - Radical Action to Unseat the Hold of Monkey Mind,8.0,1
"[53, 18, 10749]",en,0.6,2016-04-10,Leopard,8.0,1
[99],en,0.6,2016-09-13,Chasing Rewind,8.0,1
[27],en,0.6,2016-09-07,Teddy Bears Are for Lovers,8.0,1
"[878, 28, 10402]",en,0.6,2016-12-23,Light Up the Night,8.0,1
"[10402, 99]",en,0.6,2016-06-28,Miles To Go Before I Sleep,8.0,1
"[18, 99]",en,0.6,2016-08-05,Cristina,8.0,5
[],en,0.6,2016-07-30,For Love and Honor,8.0,3
[99],en,0.6,2016-06-01,Liberating a Continent: John Paul II and the Fall of Communism,8.0,1
"[18, 10770]",en,0.6,2016-06-12,Love Under New Management: The Miki Howard Story,8.0,5
[99],en,0.6,2016-06-04,Political Animals,8.0,1
[16],en,0.6,2016-05-26,Lunette,8.0,1
[],en,0.6,2016-04-08,Out Run,8.0,2
[],en,0.6,2016-05-17,Dogtown Redemption,8.0,1
"[80, 18]",en,0.6,2016-06-04,Woven,8.0,1
[],en,0.6,2016-05-21,The IF Project,8.0,1
[99],sv,0.6,2016-04-16,Freightened: The Real Price of Shipping,8.0,2
[],en,0.6,2016-04-24,Death Encounter,8.0,1
[14],en,0.6,2016-04-17,Game of Hyrule,8.0,1
[99],en,0.6,2016-04-26,Desert Age: A Rock and Roll Scene History,8.0,1
[18],en,0.6,2016-04-12,Blue Girls Burn Fast,8.0,2
[],en,0.6,2016-04-09,Pacquiao VS Bradley 3,8.0,1
[],en,0.6,2016-01-21,A Normal Day at Asian Garden,8.0,1
[],en,0.6,2016-12-01,Carl,8.0,1
[99],en,0.6,2016-04-19,Keepers of the Game,8.0,2
"[18, 35]",en,0.6,2016-03-04,Creedmoria,8.0,1
"[99, 10402]",en,0.6,2016-03-17,A Song For You: The Austin City Limits Story,8.0,1
[],en,0.6,2016-03-16,The American Epic Sessions,8.0,1
[99],en,0.6,2016-03-12,The Bandit,8.0,3
[18],en,0.6,2016-03-11,9 Rides,8.0,2
"[10749, 878]",en,0.6,2016-02-01,Visible,8.0,1
[99],zh,0.6,2016-01-17,A Bite of China Celebrating the Chinese New Year,8.0,1
[99],en,0.6,2016-07-14,Doc & Darryl,8.0,1
"[18, 35]",en,0.6,2016-01-30,Sweet Children,8.0,2
[878],fr,0.6,2015-06-19,Reality+,8.0,1
[],en,0.6,2016-11-29,Human Harvest,8.0,1
[99],en,0.6,2016-01-13,Life's Rocky Start,7.9,5
"[18, 35]",en,0.6,2016-01-23,Thunder Road,7.8,6
[],en,0.6,2016-01-20,"Modern Horror Movies - A Short ""Film""",7.8,3
[99],en,0.6,2017-04-21,Citizen Jane: Battle for the City,7.8,4
[35],en,0.6,2016-05-13,Michael Ian Black: Noted Expert,7.8,4
[99],en,0.6,2016-02-17,Attenborough and the Giant Dinosaur,7.7,8
[99],en,0.6,2016-04-30,Real Boy,7.7,3
"[99, 10402]",en,0.6,2016-01-09,J. Cole Forest Hills Drive: Homecoming,7.7,3
[99],en,0.6,2016-01-25,Suited,7.6,5
[99],es,0.6,2016-01-22,When Two Worlds Collide,7.6,7
"[99, 35]",en,0.6,2016-04-20,Traveling the Stars: Ancient Aliens with Action Bronson and Friends - 420 Special,7.5,2
[99],en,0.6,2016-02-03,Creatures of Light,7.5,2
[],en,0.6,2016-04-02,Beast of Whitehall,7.5,2
"[99, 36, 10770]",en,0.6,2018-01-29,'85: The Greatest Team in Pro Football History,7.5,2
"[16, 35]",en,0.6,2016-09-24,A Town Called Panic: Double Fun,7.5,2
"[53, 18]",en,0.6,2016-10-14,The Writer's Burrow,7.5,2
[99],de,0.6,2016-10-14,Karl Marx City,7.5,4
[35],en,0.6,2016-09-16,Is That a Gun in Your Pocket?,7.5,5
"[53, 80, 18]",en,0.6,2016-03-25,American Hostage,7.5,2
[99],en,0.6,2016-04-15,Connected,7.5,2
"[53, 18, 9648]",bs,0.6,2016-03-13,The Parrot,7.5,2
"[35, 10749]",en,0.6,2016-01-22,Partners,7.5,2
[99],en,0.6,2016-07-22,Hooligan Sparrow,7.5,4
[99],en,0.6,2016-01-24,Trapped,7.5,8
[99],en,0.6,2016-02-04,The '85 Bears,7.5,7
[],en,0.6,2016-01-21,The White Room,7.5,3
[35],en,0.6,2016-03-12,Tex Montana Will Survive!,7.5,4
[],en,0.6,2016-04-01,Unseen,7.4,5
"[27, 53]",en,0.6,2016-01-01,Christmas Apparition,7.3,3
[99],en,0.6,2016-11-01,The Battle Of Chosin,7.3,6
[99],en,0.6,2018-05-02,Jewel's Catch One,7.3,3
[99],en,0.6,2016-04-28,The Freedom to Marry,7.3,3
"[18, 10751]",en,0.6,2016-02-12,The Sparrows Nesting,7.3,4
"[99, 27, 18]",en,0.6,2016-10-28,A Haunting on Dice Road: The Hell House,7.3,4
"[35, 80, 18, 53]",en,0.6,2016-05-27,Stressed to Kill,7.3,4
[99],en,0.6,2016-04-24,Maurizio Cattelan: Be Right Back,7.3,4
"[16, 18]",en,0.6,2016-01-23,Pombo Loves You,7.3,2
[99],en,0.6,2016-04-18,The Last Laugh,7.2,6
[99],en,0.6,2016-10-26,Ishi's Return,7.0,1
"[9648, 80]",en,0.6,2016-10-05,Goodnight Moon,7.0,1
[99],en,0.6,2016-04-01,Forgotten,7.0,1
[99],it,0.6,2016-09-14,"Mancini, the Motorcycle Wizard",7.0,1
[99],en,0.6,2016-10-28,Jose Canseco: The Truth Hurts,7.0,2
[99],en,0.6,2016-07-04,Reflections: Iceland,7.0,1
[99],en,0.6,2016-01-06,Secret Tunnel Warfare,7.0,1
[99],en,0.6,2016-09-14,School of the Future,7.0,1
[99],en,0.6,2016-01-20,Mystery Beneath the Ice,7.0,1
[99],en,0.6,2016-01-27,Himalayan Megaquake,7.0,1
[35],en,0.6,2016-01-01,C'est La Vie,7.0,1
[10402],en,0.6,2016-02-26,Rihanna - Anti World Tour,7.0,2
[878],en,0.6,2016-03-07,Hope,7.0,1
[27],en,0.6,2016-12-23,Delirium: What's Your Worst Fear?,7.0,1
"[16, 10749, 99]",en,0.6,2016-12-07,Open Recess,7.0,1
"[16, 10749, 35]",en,0.6,2016-12-12,Rock and Riot! Love Follies,7.0,1
[18],en,0.6,2016-09-07,The Last Leatherman of the Vale of Cashmere,7.0,1
[],en,0.6,2016-08-21,Johanna,7.0,1
[18],en,0.6,2016-10-13,Cosmic Bowling,7.0,1
[878],en,0.6,2016-06-01,Prenatal,7.0,1
"[28, 35]",en,0.6,2016-05-27,The Official Trailer,7.0,1
[27],en,0.6,2016-10-25,The Dark at the End of the Tunnel,7.0,1
"[16, 10770]",en,0.6,2016-01-01,Dive Olly Dive and the Octopus Rescue,7.0,1
[16],xx,0.6,2016-09-03,Fox and the Whale,7.0,5
"[10749, 18]",en,0.6,2016-04-23,Ultra Bleu,7.0,2
[35],en,0.6,2016-10-20,"Fell, Jumped or Pushed",7.0,1
[10749],en,0.6,2016-02-20,Love & Hostages,7.0,2
"[35, 27]",en,0.6,2016-10-01,Sugar Skull Girls,7.0,2
"[16, 10749]",en,0.6,2016-06-09,Aline,7.0,1
"[28, 16]",en,0.6,2016-12-16,Sonata at Blossom Bridge,7.0,1
"[18, 35, 10749, 878]",en,0.6,2016-04-01,Stuck In Time,7.0,1
"[80, 35, 18]",en,0.6,2016-12-29,Feels Good,7.0,1
[],en,0.6,2016-06-12,Outlaw,7.0,1
[99],en,0.6,2016-08-01,Waiting for Immortality,7.0,1
[],en,0.6,2016-03-05,New Chefs on the Block,7.0,1
"[16, 10751, 14, 10402]",en,0.6,2016-10-28,The Cat In The Hat Knows A Lot About Halloween!,7.0,1
"[35, 10402]",en,0.6,2016-06-16,The Kinsey Sicks: Electile Dysfunction,7.0,1
[35],en,0.6,2016-11-05,Jimbo,7.0,1
[],en,0.6,2016-04-16,Pronouns,7.0,1
[99],en,0.6,2016-12-19,Risky Drinking,7.0,3
[35],en,0.6,2016-12-02,Tony Roberts: Motorcity Motormouth,7.0,1
"[10770, 99]",en,0.6,2016-11-11,Every Brilliant Thing,7.0,3
"[53, 27]",en,0.6,2016-10-20,Pigskin,7.0,1
"[99, 10402]",en,0.6,2016-11-07,Gravity is just a habit,7.0,1
"[18, 35]",en,0.6,2016-12-09,Nothing Good Ever Happens,7.0,1
[18],en,0.6,2016-10-22,Courier X,7.0,1
[35],en,0.6,2016-10-15,5 Doctors,7.0,1
"[878, 16]",en,0.6,2016-01-01,The Past Inside The Present,7.0,1
"[53, 27]",en,0.6,2016-04-21,REBU,7.0,1
[99],en,0.6,2016-12-10,Catholics vs. Convicts,7.0,2
[],en,0.6,2016-09-22,Chasing Bubbles,7.0,1
[27],en,0.6,2016-06-19,LOCAL58 - You Are On The Fastest Available Route,7.0,1
"[28, 12]",en,0.6,2016-09-29,Beyond,7.0,1
[99],en,0.6,2016-09-14,The Prequels Strike Back: A Fan's Journey,7.0,2
[99],en,0.6,2016-04-02,The Sad and Beautiful World of Sparklehorse,7.0,1
[99],en,0.6,2016-09-06,9/11 Inside the Pentagon,7.0,1
[16],en,0.6,2016-03-22,Joe Pera Talks You to Sleep,7.0,1
[],en,0.6,2016-07-26,Rev. S.S. Jones Home Movies,7.0,1
"[35, 10749]",en,0.6,2016-07-31,Reconstructing Harry,7.0,1
[],en,0.6,2016-07-29,Hollywood Beauty Salon,7.0,1
[99],en,0.6,2016-06-21,The Black Jacket,7.0,1
[],en,0.6,2016-07-06,The Red Hot Interview,7.0,1
[99],en,0.6,2016-10-07,Theo Who Lived,7.0,2
[99],en,0.6,2016-06-22,Serena,7.0,3
"[18, 53, 80]",ru,0.6,2016-02-14,He Was a Friend of Him,7.0,1
[10402],en,0.6,2016-06-23,Straight Outta OZ,7.0,5
[],en,0.6,2016-05-10,The Arrival,7.0,4
[],en,0.6,2016-05-21,Death by Design,7.0,2
[99],en,0.6,2016-05-13,RetroAhoy: Quake,7.0,1
[18],en,0.6,2016-06-05,Namour,7.0,2
"[10752, 99, 18, 36]",en,0.6,2016-10-13,Underfire: The Untold Story of Pfc. Tony Vaccaro,7.0,1
[16],en,0.6,2016-04-19,Baby X,7.0,1
[99],en,0.6,2016-04-29,"The Drew: No Excuse, Just Produce",7.0,2
[18],de,0.6,2016-04-16,For Your Own Safety,7.0,1
[35],en,0.6,2016-04-09,Nikki Glaser: Perfect,7.0,3
"[35, 99, 10751]",en,0.6,2016-04-11,"Look at Us Now, Mother!",7.0,2
[99],en,0.6,2016-04-07,Off the Rails,7.0,4
"[53, 27]",en,0.6,2016-04-16,Curve,7.0,2
[99],en,0.6,2016-04-15,Night School,7.0,2
[99],en,0.6,2016-04-15,Untouchable,7.0,1
[99],en,0.6,2016-04-17,The Return,7.0,2
[99],da,0.6,2016-04-16,Bugs,7.0,2
[],en,0.6,2016-03-14,Clover,7.0,1
[],en,0.6,2016-03-17,Where You Are,7.0,1
[],es,0.6,2016-10-21,Everything Else,7.0,2
[99],en,0.6,2016-02-27,OJ Simpson Trial: The Real Story,7.0,1
[18],en,0.6,2016-04-14,Balcony,7.0,2
[99],en,0.6,2016-02-10,A Trip to Unicorn Island,7.0,1
"[99, 10402]",en,0.6,2016-03-14,Gary Numan: Android In La La Land,7.0,3
"[16, 10749, 35]",en,0.6,2016-01-24,Shiny,7.0,1
[],en,0.6,2016-01-22,Fuckkkyouuu,7.0,2
[99],en,0.6,2016-01-22,The Settlers,7.0,1
"[99, 36]",en,0.6,2016-01-22,The Illinois Parables,7.0,1
[18],es,0.6,2016-01-22,Between Sea and Land,7.0,2
"[16, 99]",ab,0.6,2015-10-10,Bacon & God's Wrath,7.0,1
"[28, 878, 27]",en,0.6,2014-07-29,Help,7.0,3
"[99, 10402]",en,0.6,2016-04-15,A Fat Wreck,6.9,5
[99],de,0.6,2016-04-12,Watani: My Homeland,6.9,7
[35],en,0.6,2016-11-10,Kathleen Madigan: Bothering Jesus,6.8,6
"[35, 10749, 10770]",en,0.6,2016-08-06,Late Bloomer,6.8,6
"[36, 99]",en,0.6,2016-03-11,Boom Bust Boom,6.8,6
[27],en,0.6,2016-04-18,The Maiden,6.8,5
[],en,0.6,2016-02-13,CZW Seventeen,6.8,2
"[16, 99]",en,0.6,2015-11-15,I Am Sun Mu,6.8,4
[99],en,0.6,2016-03-13,Chicken People,6.7,7
[99],en,0.6,2016-05-21,Mysteries of Ancient China,6.7,3
[99],en,0.6,2016-11-08,Boggy Creek Monster,6.7,3
[99],en,0.6,2016-11-11,Decanted,6.7,3
[18],xx,0.6,2016-04-23,Golden,6.7,3
[16],en,0.6,2016-01-24,The Itching,6.7,3
"[18, 27]",en,0.6,2016-01-09,The Unkindness of Ravens,6.6,5
"[27, 53]",en,0.6,2016-07-21,Monophobia,6.5,1
[],en,0.6,2016-10-19,Animals,6.5,2
"[16, 18]",en,0.6,2016-09-08,Schirkoa,6.5,2
[18],es,0.6,2017-01-06,El Amparo,6.5,2
"[10749, 35]",ur,0.6,2016-09-09,Janaan,6.5,4
[99],en,0.6,2016-11-04,Missing Mom,6.5,2
[],en,0.6,2016-07-18,The Colossus of Destiny: A Melvins Tale,6.5,2
"[16, 878]",en,0.6,2016-06-20,Adam: Episode 1,6.5,2
"[99, 36]",en,0.6,2016-08-05,"Olympic Pride, American Prejudice",6.5,2
[35],en,0.6,2016-06-03,Ben Gleib: Neurotic Gangster,6.5,2
[99],en,0.6,2016-01-25,Fursonas,6.5,2
[],en,0.6,2016-04-14,Medal of Victory,6.5,2
[18],en,0.6,2017-02-17,From Nowhere,6.5,2
[],en,0.6,2016-06-07,So B. It,6.5,2
[35],en,0.6,2016-04-17,Daniel Tosh: People Pleaser,6.4,7
"[878, 16]",ja,0.6,2016-04-20,Star Fox Zero: The Battle Begins,6.4,5
[99],en,0.6,2016-09-07,15 Years of Terror,6.3,3
[35],en,0.6,2016-11-15,Bill Engvall: Just Sell Him for Parts,6.3,3
[27],en,0.6,2016-12-30,Turn Around,6.3,4
"[18, 27]",lo,0.6,2016-09-22,Dearest Sister,6.3,6
[18],en,0.6,2017-05-19,Icaros: A Vision,6.3,4
"[35, 18]",es,0.6,2016-01-23,My Friend from the Park,6.3,6
[99],en,0.6,2016-06-05,Naledi: A Baby Elephant's Tale,6.3,5
"[28, 27]",en,0.6,2016-05-01,She Kills,6.3,7
[35],en,0.6,2016-12-12,The Weekend,6.2,13
"[12, 99, 28]",en,0.6,2016-12-02,Distance Between Dreams,6.2,5
[99],en,0.6,2016-04-20,Vlogumentary,6.2,5
"[18, 27]",en,0.6,2016-06-11,The Stylist,6.2,6
[],en,0.6,2016-05-14,Shared Rooms,6.1,7
[99],en,0.6,2016-11-10,After Fire,6.0,1
"[35, 27]",en,0.6,2016-07-19,It Gets Worse,6.0,2
[],en,0.6,2016-09-30,Muhammad Ali: A Life,6.0,1
[],en,0.6,2016-08-13,The Big Swim,6.0,1
[18],en,0.6,2016-03-18,Dreamcatcher,6.0,1
[99],en,0.6,2016-10-28,Painted Nails,6.0,1
"[18, 28]",en,0.6,2016-01-01,Fade Away,6.0,1
[10402],es,0.6,2016-01-07,Vanessa Del Fierro: Mi Novio Pancho Villa,6.0,1
"[10402, 35]",en,0.6,2016-07-18,Hatfield & McCoy Dinner Feud,6.0,1
[35],en,0.6,2016-09-26,Camp Unplug,6.0,1
[],en,0.6,2016-03-11,Bight of the Twin,6.0,1
[],en,0.6,2016-01-01,Ultimate Freedive: The Great Barrier Reef 4K,6.0,2
[27],en,0.6,2016-02-04,Pretty Fine Things,6.0,1
"[10749, 18]",en,0.6,2016-03-13,Staccato,6.0,1
[99],en,0.6,2016-10-20,The Secret Life of Buildings,6.0,1
[],en,0.6,2016-08-30,Flesh of My Flesh,6.0,1
[10751],en,0.6,2016-07-20,Penguin Flu,6.0,1
"[35, 27]",en,0.6,2016-12-19,Humbug,6.0,2
[],en,0.6,2016-05-07,Coffee House Chronicles: The Movie,6.0,1
[],en,0.6,2016-03-21,Tati vs. Bresson: the Gag,6.0,1
[99],en,0.6,2016-12-30,Chris Olsen - The Boy Who Cried,6.0,1
[99],en,0.6,2016-07-19,The Reality of Truth,6.0,1
"[18, 878, 53]",en,0.6,2016-08-15,Arès,6.0,1
"[18, 14, 27, 53]",en,0.6,2016-10-31,Romeo's Distress,6.0,1
[],en,0.6,2016-10-06,Porcupine,6.0,1
[18],en,0.6,2016-09-06,My Many Sons,6.0,1
"[10752, 28, 18]",en,0.6,2016-06-08,Heroes Don't Come Home,6.0,2
[],en,0.6,2016-04-24,Hand Fart,6.0,1
[],en,0.6,2016-03-13,Spread,6.0,2
"[18, 35]",fr,0.6,2016-03-03,Pepper,6.0,1
[],en,0.6,2016-12-22,Asphyxia,6.0,1
[99],en,0.6,2016-01-01,Sacred Cod: The Flight for a New England Tradition,6.0,1
"[99, 36]",en,0.6,2016-11-05,Finding Kukan,6.0,1
"[80, 99, 36]",en,0.6,2016-02-09,The Perfect Crime: Leopold & Loeb,6.0,1
[18],en,0.6,2016-06-01,Sam,6.0,1
[9648],en,0.6,2016-12-05,Möbius,6.0,4
[35],es,0.6,2016-01-01,Ricardo O'Farrill: Abrazo Navideño,6.0,2
"[53, 27]",en,0.6,2016-06-07,Emma,6.0,1
"[878, 35]",en,0.6,2016-10-27,Illegal Aliens,6.0,1
[27],en,0.6,2016-11-01,Bloody Blacksmith,6.0,1
[27],en,0.6,2016-10-31,Blood Bonding,6.0,1
[99],en,0.6,2016-04-22,Dirty Old Wedge,6.0,1
"[35, 27, 53]",en,0.6,2016-10-21,Feeding Time,6.0,3
[],en,0.6,2016-06-02,Zedd: True Colors,6.0,1
[],en,0.6,2016-10-01,Ruin and Rose,6.0,1
[35],en,0.6,2016-10-11,Do Over,6.0,2
"[99, 10751]",en,0.6,2016-08-09,Frogs: The Thin Green Line,6.0,1
"[10749, 28, 10751]",te,0.6,2016-09-30,Hyper,6.0,1
[99],en,0.6,2016-09-16,Thank You for Your Service,6.0,1
[],en,0.6,2016-07-01,Night Night,6.0,1
[],en,0.6,2016-04-05,The Cleansing Hour,6.0,1
[99],en,0.6,2016-08-01,How to Win the US Presidency,6.0,2
[35],en,0.6,2016-08-11,Henry Phillips: Neither Here Nor There,6.0,1
"[878, 28, 12]",en,0.6,2016-08-01,TK-436: A Stormtrooper Story,6.0,1
"[18, 35]",en,0.6,2016-07-30,Beauty Mark,6.0,1
[],en,0.6,2016-07-22,Frames of Fear,6.0,1
[99],en,0.6,2016-04-01,Rednecks + Culchies,6.0,1
[],en,0.6,2016-08-01,I Am JFK Jr.,6.0,2
[35],en,0.6,2016-07-15,SXSW Comedy with Natasha Leggero,6.0,1
[],en,0.6,2016-12-02,Eveless,6.0,1
[],en,0.6,2016-06-27,Jamie Lynn Spears: When the Lights Go Out,6.0,2
[35],en,0.6,2016-07-15,Savannah Sunrise,6.0,2
[99],en,0.6,2016-05-26,Stay Woke The Black Lives Matter Movement,6.0,1
"[10749, 18, 10402]",en,0.6,2016-08-05,Bazodee,6.0,4
[99],en,0.6,2016-02-06,Being George Clooney,6.0,8
"[18, 14, 27]",en,0.6,2016-05-31,Lost Creek,6.0,2
"[53, 27, 14]",en,0.6,2016-06-07,Monsterland,6.0,5
[],en,0.6,2016-01-01,Chasing Dad: A Lifelong Addiction,6.0,1
"[9648, 53, 14, 27]",ru,0.6,2016-04-08,Thе Cursе оf Slееping Bеаutу,6.0,1
[99],en,0.6,2016-06-04,Actors of Sound,6.0,1
[53],en,0.6,2016-06-02,Blood Stripe,6.0,2
[878],en,0.6,2016-01-31,Than All Else Ever,6.0,2
"[12, 878, 28, 35]",en,0.6,2016-02-12,This Giant Papier-Mâché Boulder Is Actually Really Heavy,6.0,1
[99],en,0.6,2016-10-04,Phi Slama Jama,6.0,2
[99],en,0.6,2016-04-20,14 Minutes from Earth,6.0,2
[99],en,0.6,2016-04-16,Burden,6.0,3
[18],en,0.6,2016-03-05,My Feral Heart,6.0,1
[99],en,0.6,2016-03-17,Robert Klein Still Can't Stop His Leg,6.0,1
"[99, 10402]",en,0.6,2016-03-04,Loretta Lynn: Still a Mountain Girl,6.0,2
[],en,0.6,2016-03-03,But i'd really have to kill you,6.0,1
[],en,0.6,2016-04-17,The Banksy Job,6.0,3
[18],ko,0.6,2016-01-09,A Korean in Paris,6.0,2
"[10402, 99]",en,0.6,2016-03-11,BANG! The Bert Berns Story,6.0,2
"[9648, 14]",ko,0.6,2016-03-12,Karaoke Crazies,6.0,1
"[99, 10402]",en,0.6,2016-12-01,Goodnight Brooklyn - The Story of Death By Audio,6.0,1
[],en,0.6,2016-03-14,Before the Sun Explodes,6.0,1
[99],en,0.6,2016-01-22,Another Kind of Girl,6.0,2
"[35, 18]",en,0.6,2016-01-22,Her Friend Adam,6.0,2
"[16, 18]",en,0.6,2016-01-24,Deer Flower,6.0,2
[],en,0.6,2016-01-24,Driftwood,6.0,1
[18],en,0.6,2016-03-14,The Arbalest,6.0,3
[35],en,0.6,2016-01-23,The 4th,6.0,1
"[16, 35, 10402]",en,0.6,1980-11-21,Hurray for Betty Boop,6.0,2
"[35, 12, 18]",en,0.6,2016-09-16,Moments of Clarity,6.0,2
"[35, 18]",en,0.6,2015-06-15,A Reasonable Request,6.0,2
"[53, 28, 18]",en,0.6,2016-12-02,Blue Jay,6.0,2
"[18, 80]",en,0.6,2016-01-22,Durant's Never Closes,6.0,3
"[27, 878, 28, 53, 80]",en,0.6,2016-04-02,Frankenstein Created Bikers,6.0,1
[28],en,0.6,2016-01-28,Wonder Woman: Molded from Clay,5.9,6
[16],en,0.6,2016-05-11,Dust Buddies,5.9,5
"[80, 99]",en,0.6,2016-06-06,Kardashian: The Man Who Saved OJ Simpson,5.8,6
"[878, 16, 27]",en,0.6,2016-01-15,When Black Birds Fly,5.8,6
